,Review,Sentiment
4089,Just wow! NYC oneREAD MORE,Positive
4090,Worth every penny GoodREAD MORE,Positive
4091,Just okay Yonex 350 we r using this since 6 7 yrs. It is of good quality.. Better price than open market shops..better to select slow if you are playing outdoor shuttle..READ MORE,Positive
4092,Brilliant NiceREAD MORE,Positive
4093,Fair Super Cheap rateREAD MORE,Positive
4094,Worth every penny Know for its durability..no need to mention it go for itREAD MORE,Positive
4095,Worth the money Happy because I got it for reasonable price. Hope I will get the same product again with the same priceREAD MORE,Positive
4096,Perfect product! NiceREAD MORE,Positive
4097,"Excellent Very good, timely delivered, thanks to  flipkartREAD MORE",Positive
4098,Wonderful AwesomeREAD MORE,Positive
4099,Must buy! SuperREAD MORE,Positive
4100,Terrific purchase goodREAD MORE,Positive
4101,Worth the money goidREAD MORE,Neutral
4102,Terrific purchase Genuine product. Thank you FlipkartREAD MORE,Positive
4103,Worth every penny NiceREAD MORE,Neutral
4104,Great product NycREAD MORE,Positive
4105,Terrific Best quality but high price.READ MORE,Positive
4106,Highly recommended GoodREAD MORE,Positive
4107,Good GoodREAD MORE,Positive
4108,Good choice SuperREAD MORE,Positive
4109,"good , but see which speed you are buying Best shuttle toREAD MORE",Positive
4110,Worth every penny Good productREAD MORE,Positive
4111,Nice product Maximum 10 daysREAD MORE,Positive
4112,Great product NiceREAD MORE,Positive
4113,Fabulous! Nice product I m using it from 5 yearsREAD MORE,Positive
4114,Awesome Best qualityREAD MORE,Positive
4115,Highly recommended Great product which is both durable and light weight.READ MORE,Positive
4116,Terrible product Quality shuttles and speedy delivery by flipkartREAD MORE,Positive
4117,Does the job Delivery done super fast but it's price keeps increasing regularly. WorrisomeREAD MORE,Neutral
4118,Great product Nice product but feather top is mostly damagedREAD MORE,Positive
4119,"Worthless good for only beginners or time pass players ,because it flies very slow , if you want to play fast game pick faster one .  quality is really good 1 will come for 100 hours play. i bought them for 750 bit high for slow version.READ MORE",Positive
4120,Decent product NiceREAD MORE,Positive
4121,Good quality product NiceREAD MORE,Positive
4122,Perfect product! VniceREAD MORE,Positive
4123,Nice NiceREAD MORE,Positive
4124,Does the job Super........READ MORE,Positive
4125,Delightful Really Fantastic 👍READ MORE,Positive
4126,Terrific every purchase rate increased and product quqlity not goodREAD MORE,Negative
4127,Hated it! Product quality not goodREAD MORE,Neutral
4128,Fabulous! goodREAD MORE,Positive
4129,Nice product Waste shuttles too old and wet shuttles don't sell this type of old and useless products sorry to say this next time you sell good productsREAD MORE,Negative
4130,Excellent Good product but very costly...READ MORE,Neutral
4131,Value-for-money Some shuttlecocks were faster on indoor court.READ MORE,Positive
4132,Best in the market! Its a premium shuttle.  LonglastingREAD MORE,Positive
4133,Wonderful GoodREAD MORE,Neutral
4134,Awesome Quality was not goodREAD MORE,Neutral
4135,Highly recommended Good qualityREAD MORE,Positive
4136,Must buy! GoodREAD MORE,Positive
4137,Must buy! Product not goodREAD MORE,Negative
4138,Mind-blowing purchase SuperREAD MORE,Positive
4139,Just wow! GoodREAD MORE,Positive
4140,Perfect product! Best shuttle in market.. No one near to yonex..READ MORE,Positive
4141,Best in the market! the rate is costly compare to regular price.it is helpful if u reduce price.READ MORE,Positive
4142,Classy product Awesome productREAD MORE,Positive
4143,Pretty good good productREAD MORE,Positive
4144,Nice product Once again fabulous work flipkart.Great product and great packing.Lot of appreciation for you flipkart.READ MORE,Positive
4145,Must buy! SuperREAD MORE,Positive
4146,Nice product NiceREAD MORE,Positive
4147,Pretty good Thank you Flipkart and saler super quality on low priceREAD MORE,Positive
4148,Really Nice WonderfulREAD MORE,Positive
4149,Perfect product! SuperREAD MORE,Positive
4150,Terrific Excellent purchase...READ MORE,Positive
4151,Awesome NiceREAD MORE,Positive
4152,Pretty good Good quality shuttles  best for indoor in nylon shuttlesREAD MORE,Positive
4153,Terrific purchase NiceREAD MORE,Positive
4154,Fair GoodREAD MORE,Positive
4155,Utterly Disappointed GreatREAD MORE,Positive
4156,Terrific purchase Good one for outdoor play also In indoor play very good shuttle to play But confused in 75 & 77..?what is the difference..?READ MORE,Positive
4157,Brilliant Good quality.READ MORE,Positive
4158,Wonderful GoodREAD MORE,Positive
4159,Pretty good Best shuttles that i used in my lifeREAD MORE,Positive
4160,Simply awesome superREAD MORE,Positive
4161,Good GoodREAD MORE,Positive
4162,Really Nice Good in qualityREAD MORE,Positive
4163,Worth every penny Ty flipkart got genuine productREAD MORE,Positive
4164,Worthless Not badREAD MORE,Neutral
4165,"Good choice It's not original.dummy item , don't purchase.READ MORE",Negative
4166,Classy product best...for begginer to middle class player....packing was good....i am shocked about....delievery...flipkart deleiver it within 17 hours....amazing very quick service by flipkart.....for delievery 10/10READ MORE,Positive
4167,Excellent GoodREAD MORE,Positive
4168,Fabulous! NiceREAD MORE,Positive
4169,Mind-blowing purchase SuperREAD MORE,Positive
4170,Fabulous! GoodREAD MORE,Positive
4171,Waste of money! Delivery on time but quality not match with YONEX.  Not trustworthy with originalREAD MORE,Neutral
4172,Good choice Best of this price excellent qualityREAD MORE,Positive
4173,Terrific purchase Nice one! Buy it before thinking even twice.READ MORE,Positive
4174,Delightful Only for indoorREAD MORE,Negative
4175,"Wonderful Long lasting, good trajectory and well balanced shuttles must buy productREAD MORE",Positive
4176,Good choice NiceREAD MORE,Positive
4177,Must buy! Super QualityREAD MORE,Positive
4178,Excellent Value for money ⭐⭐⭐⭐⭐ 5 starsREAD MORE,Positive
4179,Does the job Good productREAD MORE,Positive
4180,Perfect product! very niceREAD MORE,Positive
4181,Good choice Not goodREAD MORE,Negative
4182,Worth every penny Good product reasonable pricedREAD MORE,Positive
4183,Simply awesome SuperbREAD MORE,Positive
4184,Best in the market! Nice productREAD MORE,Positive
4185,Best in the market! Good productREAD MORE,Positive
4186,Not recommended at all Best qualityREAD MORE,Positive
4187,Worth the money Great for our outdoor playingREAD MORE,Positive
4188,Not recommended at all GoodREAD MORE,Positive
4189,Best in the market! PerfectREAD MORE,Neutral
4190,Wonderful Perfect for allREAD MORE,Positive
4191,Must buy! Best in the budget.READ MORE,Positive
4192,Pretty good Nice product I am happy with this product 👌😊😊😊👍READ MORE,Positive
4193,Very Good Good qualityREAD MORE,Positive
4194,Really Nice GoodREAD MORE,Positive
4195,Worthless superREAD MORE,Positive
4196,Very Good Bad paking.. very bad.READ MORE,Negative
4197,Good quality product Good shuttle but after some time upper and lower parts get  differREAD MORE,Positive
4198,Excellent Quality issueREAD MORE,Negative
4199,Very Good Very best for money and weight is like holding a pen and the delivery is very fastREAD MORE,Positive
4200,Fabulous! GoodREAD MORE,Positive
4201,Mind-blowing purchase AWESOMEREAD MORE,Positive
4202,Great product Good productREAD MORE,Positive
4203,Mind-blowing purchase GoodREAD MORE,Positive
4204,Simply awesome Value for money.READ MORE,Positive
4205,Perfect product! Old stokeREAD MORE,Negative
4206,Terrific GoodREAD MORE,Positive
4207,Classy product Just okREAD MORE,Positive
4208,Brilliant Good.READ MORE,Positive
4209,Brilliant SuperREAD MORE,Positive
4210,Best in the market! Awesome product..as expected.great shuttle speed and durability.must buy...READ MORE,Positive
4211,Worth the money Best in all levels of playersREAD MORE,Positive
4212,Great product goodREAD MORE,Positive
4213,Excellent Very good productREAD MORE,Positive
4214,Utterly Disappointed Great.. I like itREAD MORE,Positive
4215,Must buy! Nic productREAD MORE,Positive
4216,Nice product Good one..READ MORE,Positive
4217,Really Nice Xcellent productREAD MORE,Positive
4218,Decent product Beginners and intermediate player's can use effectively it's good to play at any conditionsREAD MORE,Positive
4219,Simply awesome Best product h. Maja aa gyaREAD MORE,Positive
4220,Simply awesome Good qualityREAD MORE,Positive
4221,Wonderful Best in marketREAD MORE,Positive
4222,Awesome I am HappyREAD MORE,Positive
4223,Value-for-money Nice oneREAD MORE,Positive
4224,Worth the money Worst  item and old stockREAD MORE,Negative
4225,Horrible GoodREAD MORE,Positive
4226,Wonderful Nice productREAD MORE,Positive
4227,Best in the market! NiceREAD MORE,Positive
4228,Highly recommended This cork is waste don't buy this....I bought 2 times this cork but this very worst....broked in just 2matchesREAD MORE,Neutral
4229,Worth the money nice oneREAD MORE,Positive
4230,Wonderful ExcellentREAD MORE,Positive
4231,Awesome AvgREAD MORE,Positive
4232,Good quality product Nice shuttleREAD MORE,Positive
4233,Absolute rubbish! BestREAD MORE,Positive
4234,Excellent Good quality shuttleREAD MORE,Positive
4235,Very Good Poor qualityREAD MORE,Negative
4236,Pretty good Satisfied with the qualityREAD MORE,Positive
4237,Fabulous! Nice productREAD MORE,Positive
4238,Fabulous! Its difficult to find genuine shuttles these days. I have been ordering shuttles from this seller from past a year and almost all d shuttles received till date are good and having same speed. A badminton lover may feel how annoying it can be if shuttles in d box is having different speeds..Happy smashing..READ MORE,Positive
4239,"Not good Super ,READ MORE",Positive
4240,Awesome GoodREAD MORE,Positive
4241,Pretty good NiceREAD MORE,Positive
4242,Highly recommended These are good for beginners although we should play with feather. These is good not fast enough.READ MORE,Positive
4243,Worth every penny Very old stock. Shuttles got damaged easilyREAD MORE,Negative
4244,Good quality product super qualityREAD MORE,Positive
4245,Pretty good BestREAD MORE,Positive
4246,Fabulous! Awesome and guinine product.READ MORE,Positive
4247,Super! GoodREAD MORE,Positive
4248,Unsatisfactory No words to say...always bestREAD MORE,Positive
4249,Super! Quality is MediumREAD MORE,Negative
4250,Could be way better NiceREAD MORE,Positive
4251,Worth every penny ExcellantREAD MORE,Positive
4252,Simply awesome Very useful to practiceREAD MORE,Positive
4253,Brilliant Fabulous product .READ MORE,Positive
4254,Terrific purchase very much long lastinga must buy productfull PAISA VASOOL productREAD MORE,Positive
4255,"Worth every penny Awesome , as usualREAD MORE",Positive
4256,Super! Best in yonexREAD MORE,Positive
4257,Wonderful Very good product.. genuineREAD MORE,Positive
4258,Best in the market! Quality is not goodREAD MORE,Negative
4259,Brilliant NiceREAD MORE,Positive
4260,Super! Something wrong with this each shuttle shape changes with one or two set plays don't buy itREAD MORE,Negative
4261,Brilliant Best in classREAD MORE,Positive
4262,Awesome original productREAD MORE,Positive
4263,Great product Good product.READ MORE,Positive
4264,Just okay SuperREAD MORE,Positive
4265,Great product Delivered on time and nice productREAD MORE,Positive
4266,Nice product It is a very good.Using from one week.READ MORE,Positive
4267,Classy product Genuine product. Verified using the scratch code and shows as original. Quality is also as expected.READ MORE,Positive
4268,Wonderful Delivery was quick.agent behaviour was good as wellREAD MORE,Positive
4269,Must buy! SuperbREAD MORE,Positive
4270,Nice product Cheaper than market and they are originalREAD MORE,Positive
4271,Best in the market! nice productREAD MORE,Positive
4272,Simply awesome Vvvvvv goodREAD MORE,Positive
4273,Perfect product! Very goodREAD MORE,Positive
4274,Just okay Very good productREAD MORE,Neutral
4275,Fabulous! Excellent purchaseREAD MORE,Positive
4276,Highly recommended GoodREAD MORE,Positive
4277,Terrific purchase Nice QualityREAD MORE,Positive
4278,Decent product Very nice and durable.. Must go for itREAD MORE,Positive
4279,Brilliant good quality...superv lifeREAD MORE,Positive
4280,Nice product Good product.. worth it...READ MORE,Positive
4281,Worth every penny PerfectREAD MORE,Positive
4282,Just wow! Varry goodREAD MORE,Positive
4283,Terrific GoodREAD MORE,Positive
4284,Good quality product Its goodREAD MORE,Neutral
4285,Best in the market! AwesomeREAD MORE,Positive
4286,Wonderful FineREAD MORE,Positive
4287,Great product Good product.READ MORE,Positive
4288,Terrific purchase GoodREAD MORE,Neutral
4289,Great product very very good productREAD MORE,Positive
4290,Simply awesome Good durable productREAD MORE,Positive
4291,Mind-blowing purchase Good productREAD MORE,Positive
4292,Highly recommended GoodREAD MORE,Positive
4293,Fair Best for outdoor playing.... very good 😁👍READ MORE,Positive
4294,Excellent GoodREAD MORE,Positive
4295,Wonderful Osm productREAD MORE,Positive
4296,Worth every penny Nice product .......well experience with flipkart thank you flipkartREAD MORE,Positive
4297,Pretty good GoodREAD MORE,Positive
4298,Terrific purchase Good delivery serviceREAD MORE,Positive
4299,Must buy! Nice product loved itREAD MORE,Positive
4300,Wonderful Good and on timeREAD MORE,Positive
4301,Good choice Very nice according to the price moneyREAD MORE,Positive
4302,Must buy! Very good👍READ MORE,Positive
4303,"Brilliant Very good, durableREAD MORE",Neutral
4304,Excellent Excellent productREAD MORE,Positive
4305,Brilliant NiceREAD MORE,Positive
