,Review Title,Up Votes,Down Votes,Month,Review text,Ratings,Year,Sentiment
4827,Did not meet expectations,0.0,0.0,Jan,not good for wintersREAD MORE,3,2020,Neutral
4828,Does the job,0.0,0.0,Jan,Nice shuttleREAD MORE,5,2020,Positive
4829,Bad quality,0.0,0.0,Jan,Thanks flipkart for delivering in just 12hrs.READ MORE,1,2020,Negative
4830,Worst experience ever!,0.0,0.0,Jan,I am satisfied with the productREAD MORE,5,2020,Positive
4831,Terrific,0.0,0.0,Jan,Not a good product  shuttle damages for only for 3 matchesREAD MORE,5,2020,Positive
4832,Classy product,0.0,0.0,Jan,excellentREAD MORE,5,2020,Positive
4833,Expected a better product,0.0,0.0,Jan,work goodREAD MORE,4,2020,Positive
4834,Could be way better,0.0,0.0,Jan,super productREAD MORE,5,2020,Positive
4835,Wonderful,0.0,0.0,Jan,very good perfomingREAD MORE,5,2020,Positive
4836,Nice product,0.0,0.0,Jan,Good quality  genuine productREAD MORE,5,2020,Positive
4837,Pretty good,0.0,0.0,Jan,very badREAD MORE,1,2020,Negative
4838,Expected a better product,0.0,0.0,Jan,normal qualityREAD MORE,3,2020,Neutral
4839,Simply awesome,0.0,0.0,Jan,wasteREAD MORE,2,2020,Negative
4840,Very Good,0.0,0.0,Jan,"Very badd quality, and do not last.READ MORE",1,2020,Negative
4841,Just okay,0.0,0.0,Jan,best quality productREAD MORE,5,2020,Positive
4842,Great product,0.0,0.0,Jan,I like itREAD MORE,5,2020,Positive
4843,Excellent,0.0,0.0,Jan,It's look very hard.. For playing not a original quality....READ MORE,2,2020,Negative
4844,Good choice,0.0,0.0,Jan,not goodREAD MORE,2,2020,Negative
4845,Terrific purchase,0.0,0.0,Jan,goodREAD MORE,5,2020,Positive
4846,Wonderful,0.0,0.0,Jan,Simply superbREAD MORE,4,2020,Positive
4847,Perfect product!,0.0,0.0,Jan,goodREAD MORE,4,2020,Positive
4848,Good,0.0,0.0,Jan,damaged so early.READ MORE,2,2020,Negative
4849,Terrific purchase,0.0,0.0,Jan,nice productREAD MORE,5,2020,Positive
4850,Utterly Disappointed,0.0,0.0,Jan,goodREAD MORE,4,2020,Positive
4851,Worthless,0.0,0.0,Jan,not satisfied with the quality of productREAD MORE,3,2020,Neutral
4852,Did not meet expectations,0.0,0.0,Jan,💯% Genuine ProductREAD MORE,5,2020,Positive
4853,Must buy!,0.0,0.0,Jan,Very good product at a reasonable price.READ MORE,5,2020,Positive
4854,Classy product,0.0,0.0,Dec,It's goodREAD MORE,4,2019,Positive
4855,Good choice,0.0,0.0,Dec,Good as usualREAD MORE,5,2019,Positive
4856,Mind-blowing purchase,0.0,0.0,Dec,good and genuineREAD MORE,5,2019,Positive
4857,Terrific purchase,0.0,0.0,Dec,NiceREAD MORE,5,2019,Positive
4858,Highly recommended,0.0,0.0,Dec,some shuttle were very poor qualityREAD MORE,3,2019,Neutral
4859,Brilliant,0.0,0.0,Dec,ExcellentREAD MORE,5,2019,Positive
4860,Worth every penny,0.0,0.0,Dec,Shuttle is not durable.READ MORE,1,2019,Negative
4861,Must buy!,0.0,0.0,Dec,very patheticREAD MORE,1,2019,Negative
4862,Absolute rubbish!,0.0,0.0,Dec,good service and nice productREAD MORE,1,2019,Negative
4863,Pretty good,0.0,0.0,Dec,Very good product .. we hv been playing with this product from two years..READ MORE,5,2019,Positive
4864,Mind-blowing purchase,0.0,0.0,Dec,Ready to play..☺️ Best price..READ MORE,5,2019,Positive
4865,Not recommended at all,0.0,0.0,Dec,Its niceREAD MORE,4,2019,Positive
4866,Best in the market!,0.0,0.0,Dec,product is very good..but it takes 6 days to deliver😮😮😮READ MORE,5,2019,Positive
4867,Hated it!,0.0,1.0,Dec,"great quality product , deserve the price @699.READ MORE",5,2019,Positive
4868,Decent product,0.0,0.0,Dec,GoodREAD MORE,5,2019,Positive
4869,Great product,0.0,0.0,Dec,very slow shuttleREAD MORE,5,2019,Positive
4870,Excellent,0.0,0.0,Dec,varry good productREAD MORE,5,2019,Positive
4871,Awesome,0.0,0.0,Dec,nice productREAD MORE,5,2019,Positive
4872,Fabulous!,0.0,0.0,Dec,The first shuttle was authentic but the rest of the shuttles can compete with SpaceX rockets in terms of speed. Highly disappointed!READ MORE,1,2019,Negative
4873,Worth the money,0.0,0.0,Dec,superREAD MORE,4,2019,Positive
4874,Awesome,0.0,0.0,Dec,superbREAD MORE,5,2019,Positive
4875,Fair,0.0,0.0,Dec,packing was very bad. All shuttles damaged.READ MORE,1,2019,Negative
4876,Excellent,0.0,0.0,Dec,good onewe are playing outdoor and indoorREAD MORE,5,2019,Positive
4877,Nice product,0.0,0.0,Dec,the shuttles are not genuine.READ MORE,1,2019,Negative
4878,Fabulous!,0.0,0.0,Dec,goodREAD MORE,3,2019,Neutral
4879,Bad quality,0.0,0.0,Dec,"as expected, recommendREAD MORE",5,2019,Positive
4880,Nice product,0.0,0.0,Dec,Nice shuttle quality.READ MORE,5,2019,Positive
4881,Wonderful,0.0,0.0,Dec,niceREAD MORE,5,2019,Positive
4882,Terrific,0.0,0.0,Dec,awesomeREAD MORE,5,2019,Positive
4883,Fabulous!,0.0,0.0,Dec,Nice but seems it is not original.READ MORE,4,2019,Positive
4884,Brilliant,0.0,0.0,Dec,"nice shuttle, full control over palyREAD MORE",5,2019,Positive
4885,Just wow!,0.0,0.0,Dec,just okREAD MORE,3,2019,Neutral
4886,Awesome,0.0,0.0,Dec,good qualityREAD MORE,5,2019,Positive
4887,Excellent,0.0,0.0,Dec,awesomeREAD MORE,4,2019,Positive
4888,Great product,0.0,0.0,Dec,excellentREAD MORE,5,2019,Positive
4889,Super!,0.0,0.0,Dec,Bad productsREAD MORE,2,2019,Negative
4890,Nice,0.0,0.0,Dec,ok okREAD MORE,4,2019,Positive
4891,Excellent,0.0,0.0,Dec,satisfiedREAD MORE,5,2019,Positive
4892,Nice product,0.0,0.0,Dec,worthREAD MORE,5,2019,Positive
4893,Perfect product!,0.0,0.0,Dec,AswamREAD MORE,5,2019,Positive
4894,Wonderful,0.0,0.0,Dec,goodREAD MORE,5,2019,Positive
4895,Terrific purchase,0.0,0.0,Dec,Very goodREAD MORE,5,2019,Positive
4896,Excellent,0.0,0.0,Dec,Very powerfulREAD MORE,5,2019,Positive
4897,Just wow!,0.0,0.0,Dec,niceREAD MORE,5,2019,Positive
4898,Perfect product!,0.0,0.0,Dec,very goodREAD MORE,5,2019,Positive
4899,Super!,0.0,0.0,Dec,just suprrbbREAD MORE,5,2019,Positive
4900,Terrific purchase,0.0,0.0,Dec,some shuttles are durable and some are not. Becomes fast after few shots. Now we prefer mavis 300.READ MORE,3,2019,Neutral
4901,Worth every penny,0.0,0.0,Dec,GoodREAD MORE,5,2019,Positive
4902,Pretty good,0.0,0.0,Dec,Long lasting..READ MORE,4,2019,Positive
4903,Terrific purchase,0.0,0.0,Dec,very good product and value of moneyREAD MORE,5,2019,Positive
4904,Just okay,0.0,0.0,Dec,Very good productREAD MORE,5,2019,Positive
4905,Highly recommended,0.0,0.0,Dec,Good product.READ MORE,5,2019,Positive
4906,Must buy!,0.0,0.0,Dec,genuine products!READ MORE,5,2019,Positive
4907,Utterly Disappointed,0.0,0.0,Dec,always good...READ MORE,5,2019,Positive
4908,Great product,0.0,0.0,Dec,Just Superb..READ MORE,5,2019,Positive
4909,Very poor,0.0,0.0,Dec,goodREAD MORE,5,2019,Positive
4910,Not good,0.0,0.0,Dec,very niceREAD MORE,5,2019,Positive
4911,Expected a better product,0.0,0.0,Dec,good quality nowREAD MORE,5,2019,Positive
4912,Great product,0.0,0.0,Dec,goodREAD MORE,4,2019,Positive
4913,Super Like Delivery Mechanism,0.0,0.0,Dec,very good shuttleREAD MORE,5,2019,Positive
4914,Worthless,0.0,0.0,Dec,superREAD MORE,3,2019,Neutral
4915,Moderate,0.0,0.0,Dec,goodREAD MORE,5,2019,Positive
4916,Worth the money,0.0,0.0,Dec,original productREAD MORE,5,2019,Positive
4917,Best in the market!,0.0,0.0,Dec,bad productREAD MORE,1,2019,Negative
4918,Very poor,0.0,0.0,Dec,very good  quality  this  item'sREAD MORE,5,2019,Positive
4919,Did not meet expectations,0.0,0.0,Dec,old stockREAD MORE,1,2019,Negative
4920,Mind-blowing purchase,0.0,0.0,Dec,shuttles were faster than usual..wasted moneyREAD MORE,2,2019,Negative
4921,Great product,0.0,0.0,Dec,its okREAD MORE,2,2019,Negative
4922,Awesome,0.0,0.0,Dec,This shuttle is goodREAD MORE,5,2019,Positive
4923,Highly recommended,0.0,0.0,Dec,East Or West FlipKart Is the best..... Became a FlipKart fan by delivering within a day. .READ MORE,5,2019,Positive
4924,Worth the money,0.0,0.0,Dec,poor quality item got this time..READ MORE,1,2019,Negative
4925,Simply awesome,0.0,0.0,Dec,"seems like not original product disappointed, 50% shuttles wobbling and remaining last for just 1 or 2 matches..READ MORE",2,2019,Negative
4926,Terrific,0.0,0.0,Dec,"quality is Soo good ,but delivery date is Soo late it shows 14 Dec but I received 17 Dec so don't waste ur time order it in another appREAD MORE",4,2019,Positive
4927,Highly recommended,0.0,0.0,Dec,goodREAD MORE,5,2019,Positive
4928,Simply awesome,0.0,0.0,Dec,old stock are sold not a single peace was goodREAD MORE,1,2019,Negative
4929,Simply awesome,0.0,0.0,Dec,don't buy anyone this shuttle on Flipkart site....  worst quality productREAD MORE,1,2019,Negative
4930,Terrific purchase,0.0,0.0,Dec,excellent productREAD MORE,5,2019,Positive
4931,Decent product,0.0,0.0,Dec,nice productREAD MORE,5,2019,Positive
4932,Good choice,0.0,0.0,Dec,Good facilityREAD MORE,5,2019,Positive
4933,Perfect product!,0.0,0.0,Dec,Exlent product...READ MORE,5,2019,Positive
4934,Brilliant,0.0,0.0,Dec,"Good one, I have read lot of negative review for Mavis 350.when purchase online, but this time I will say it's a better products, good quality...READ MORE",4,2019,Positive
4935,Just wow!,0.0,0.0,Dec,loved it.... original product delivered on time....READ MORE,5,2019,Positive
4936,Worth every penny,0.0,0.0,Dec,very goodREAD MORE,5,2019,Positive
4937,Wonderful,0.0,0.0,Dec,goodREAD MORE,5,2019,Positive
4938,Nice,0.0,0.0,Dec,"delevired in just less than a day ,oh my god.thanks flipkartREAD MORE",5,2019,Positive
4939,Pretty good,0.0,0.0,Dec,received a genuine product...very good and original qualityREAD MORE,5,2019,Positive
4940,Delightful,0.0,0.0,Dec,Amazing productREAD MORE,5,2019,Positive
4941,Best in the market!,0.0,0.0,Dec,not value for moneyREAD MORE,3,2019,Neutral
4942,Pretty good,0.0,0.0,Dec,good and light weightREAD MORE,4,2019,Positive
4943,Really Nice,0.0,0.0,Dec,light weight and long life!!!READ MORE,5,2019,Positive
4944,Perfect product!,0.0,0.0,Dec,awesome goodREAD MORE,5,2019,Positive
4945,Brilliant,0.0,0.0,Dec,Nice product satisfiedREAD MORE,5,2019,Positive
4946,Classy product,0.0,0.0,Dec,very nice & best qualityREAD MORE,5,2019,Positive
4947,Absolute rubbish!,0.0,0.0,Dec,old stock I gotREAD MORE,4,2019,Positive
4948,Terrible product,0.0,0.0,Dec,1st 3 corks got damaged very fast. and rest 3 were goodREAD MORE,3,2019,Neutral
4949,Perfect product!,0.0,0.0,Dec,Good product for this price..READ MORE,4,2019,Positive
4950,Wonderful,0.0,0.0,Dec,goodREAD MORE,4,2019,Positive
4951,Worthless,0.0,0.0,Dec,goodREAD MORE,5,2019,Positive
4952,Terrific,0.0,0.0,Dec,nice item... u must buyREAD MORE,4,2019,Positive
4953,Excellent,0.0,0.0,Dec,very niceREAD MORE,4,2019,Positive
4954,Good quality product,0.0,0.0,Dec,Happy with FlipkartREAD MORE,5,2019,Positive
4955,Fabulous!,0.0,0.0,Dec,bad productsREAD MORE,5,2019,Positive
4956,Nice product,0.0,0.0,Dec,nice ProductREAD MORE,5,2019,Positive
4957,Mind-blowing purchase,0.0,0.0,Dec,bad qualityREAD MORE,1,2019,Negative
4958,Very Good,0.0,0.0,Dec,Yonex Mavis 350 Is Not Pure Shuttle  Dummy Not A Genuine Bad Quality And  So Old Pak. Date On Box Jan 2019 ....READ MORE,1,2019,Negative
4959,Simply awesome,0.0,0.0,Dec,Good But Price a little bit highREAD MORE,5,2019,Positive
4960,Not good,0.0,0.0,Dec,Best in classREAD MORE,5,2019,Positive
4961,Bad quality,0.0,0.0,Dec,cork quality issues. cracking soon.READ MORE,1,2019,Negative
4962,Must buy!,0.0,0.0,Dec,superREAD MORE,5,2019,Positive
4963,Terrific purchase,0.0,0.0,Dec,goodREAD MORE,5,2019,Positive
4964,Really Nice,0.0,0.0,Dec,goodREAD MORE,4,2019,Positive
4965,Excellent,0.0,0.0,Dec,"good price range,thanq flipkart.READ MORE",5,2019,Positive
4966,Delightful,0.0,0.0,Dec,orginal productREAD MORE,4,2019,Positive
4967,Unsatisfactory,0.0,0.0,Dec,genuine product.....go for itREAD MORE,5,2019,Positive
4968,Worthless,0.0,0.0,Dec,NiceREAD MORE,4,2019,Positive
4969,Pretty good,0.0,0.0,Dec,superrREAD MORE,5,2019,Positive
4970,Good choice,0.0,0.0,Dec,not goodREAD MORE,2,2019,Negative
4971,Super!,0.0,0.0,Dec,very slow.. and barely lasts 2days. very disappointingREAD MORE,2,2019,Negative
4972,Just wow!,0.0,0.0,Dec,worth productREAD MORE,5,2019,Positive
4973,Brilliant,0.0,0.0,Dec,somthing best for youREAD MORE,5,2019,Positive
4974,Expected a better product,0.0,0.0,Dec,nice . premium productREAD MORE,4,2019,Positive
4975,Value-for-money,0.0,0.0,Dec,very niceREAD MORE,5,2019,Positive
4976,Expected a better product,0.0,0.0,Dec,goodREAD MORE,4,2019,Positive
4977,Wonderful,0.0,0.0,Dec,worst quality fraud materialsREAD MORE,1,2019,Negative
4978,Does the job,0.0,0.0,Dec,not so good 6 shuttle and only 9 days we playREAD MORE,1,2019,Negative
4979,Classy product,0.0,0.0,Dec,goodREAD MORE,4,2019,Positive
4980,Don't waste your money,0.0,0.0,Dec,nice productREAD MORE,4,2019,Positive
4981,Useless product,0.0,0.0,Dec,niceREAD MORE,5,2019,Positive
4982,Mind-blowing purchase,0.0,0.0,Dec,no difference..... orginal product.READ MORE,5,2019,Positive
4983,Brilliant,0.0,0.0,Dec,Nice Product.READ MORE,5,2019,Positive
4984,Good quality product,0.0,0.0,Dec,product was bad.READ MORE,2,2019,Negative
4985,Fabulous!,0.0,0.0,Dec,good worth priceREAD MORE,4,2019,Positive
4986,Excellent,0.0,0.0,Dec,durability of the cork is very bad and it  is not enough for even one dayREAD MORE,2,2019,Negative
4987,Excellent,0.0,0.0,Dec,Few shuttle corks look like they may break down within few minutes of play. Otherwise all okay!READ MORE,4,2019,Positive
4988,Perfect product!,0.0,0.0,Dec,ValuableREAD MORE,3,2019,Neutral
4989,Nice product,0.0,0.0,Dec,Very nice shuttlesREAD MORE,5,2019,Positive
4990,Best in the market!,0.0,0.0,Nov,old stock. manufactured a year back(12 months)READ MORE,1,2019,Negative
4991,Fabulous!,0.0,0.0,Nov,very bad product ☹️ wast of moneyREAD MORE,1,2019,Negative
4992,Highly recommended,0.0,0.0,Nov,TqREAD MORE,5,2019,Positive
4993,Must buy!,0.0,0.0,Nov,niceREAD MORE,5,2019,Positive
4994,Classy product,0.0,0.0,Nov,good productREAD MORE,5,2019,Positive
4995,Perfect product!,0.0,0.0,Nov,Plz go for it. Really worth for every cork. our friends are really happy with the reliability of this pack.READ MORE,5,2019,Positive
4996,Worth every penny,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
4997,Worth the money,0.0,0.0,Nov,nice Best in outdoor game 👌READ MORE,5,2019,Positive
4998,Wonderful,0.0,0.0,Nov,Very nice product i love itREAD MORE,5,2019,Positive
4999,Wonderful,0.0,0.0,Nov,nice productREAD MORE,4,2019,Positive
5000,Awesome,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5001,Highly recommended,0.0,0.0,Nov,Good qualityREAD MORE,5,2019,Positive
5002,Best in the market!,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5003,Value-for-money,0.0,0.0,Nov,Always best and fineREAD MORE,5,2019,Positive
5004,Terrific purchase,0.0,0.0,Nov,Nice product. Best for outdoor.READ MORE,5,2019,Positive
5005,Good,0.0,0.0,Nov,niceREAD MORE,5,2019,Positive
5006,Does the job,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5007,Worth every penny,0.0,0.0,Nov,NiceREAD MORE,1,2019,Negative
5008,Unsatisfactory,0.0,0.0,Nov,nice productREAD MORE,5,2019,Positive
5009,Unsatisfactory,0.0,0.0,Nov,Good Product....READ MORE,5,2019,Positive
5010,Mind-blowing purchase,0.0,0.0,Nov,very Good crockREAD MORE,5,2019,Positive
5011,Highly recommended,0.0,0.0,Nov,awesome product Mavis 350 is superREAD MORE,5,2019,Positive
5012,Pretty good,0.0,0.0,Nov,good qualityREAD MORE,5,2019,Positive
5013,Highly recommended,0.0,0.0,Nov,nice prudectREAD MORE,4,2019,Positive
5014,Wonderful,0.0,0.0,Nov,great productREAD MORE,5,2019,Positive
5015,Must buy!,0.0,0.0,Nov,GoodREAD MORE,3,2019,Neutral
5016,Simply awesome,0.0,0.0,Nov,one shuttle out six on the box was wabbling from the very first moment of useREAD MORE,3,2019,Neutral
5017,Nice,0.0,0.0,Nov,okREAD MORE,5,2019,Positive
5018,Classy product,0.0,0.0,Nov,worst product...don't even last 2 matchesREAD MORE,1,2019,Negative
5019,Nice,0.0,0.0,Nov,Worst qualityREAD MORE,1,2019,Negative
5020,Terrific purchase,0.0,0.0,Nov,Very good productREAD MORE,5,2019,Positive
5021,Perfect product!,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5022,Fabulous!,0.0,0.0,Nov,good quality and genuine product..READ MORE,4,2019,Positive
5023,Super!,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5024,Slightly disappointed,0.0,0.0,Nov,niceREAD MORE,5,2019,Positive
5025,Brilliant,0.0,0.0,Nov,lovely productREAD MORE,5,2019,Positive
5026,Worth every penny,0.0,0.0,Nov,Must buy.. exlent productREAD MORE,5,2019,Positive
5027,Terrific,0.0,0.0,Nov,reasonable cost...READ MORE,3,2019,Neutral
5028,Great product,0.0,0.0,Nov,GoodREAD MORE,5,2019,Positive
5029,Simply awesome,0.0,0.0,Nov,goodREAD MORE,3,2019,Neutral
5030,Must buy!,0.0,0.0,Nov,GreatREAD MORE,5,2019,Positive
5031,Really Nice,0.0,0.0,Nov,Very Good ProductREAD MORE,5,2019,Positive
5032,Highly recommended,0.0,0.0,Nov,Excellent product thanks flipkartREAD MORE,5,2019,Positive
5033,Nice product,0.0,0.0,Nov,Nice oneREAD MORE,5,2019,Positive
5034,Nice product,0.0,0.0,Nov,not so goodREAD MORE,2,2019,Negative
5035,Classy product,0.0,0.0,Nov,good shuttle ... very good to flyREAD MORE,5,2019,Positive
5036,Classy product,0.0,0.0,Nov,niceREAD MORE,5,2019,Positive
5037,Excellent,0.0,0.0,Nov,best but price is very hight on FlipkartREAD MORE,5,2019,Positive
5038,Just wow!,0.0,0.0,Nov,very niceREAD MORE,5,2019,Positive
5039,Value-for-money,0.0,0.0,Nov,its really goodREAD MORE,5,2019,Positive
5040,Good choice,0.0,0.0,Nov,nice product in cheap costREAD MORE,5,2019,Positive
5041,Fabulous!,0.0,0.0,Nov,very good productREAD MORE,4,2019,Positive
5042,Worth the money,0.0,0.0,Nov,absolute treasureREAD MORE,5,2019,Positive
5043,Really Nice,0.0,0.0,Nov,goodREAD MORE,4,2019,Positive
5044,Excellent,0.0,0.0,Nov,quality is not feel so upto the mark. shredded during play with shuttle in a weekREAD MORE,4,2019,Positive
5045,Super!,0.0,0.0,Nov,real feelREAD MORE,5,2019,Positive
5046,Very Good,0.0,0.0,Nov,very very good productREAD MORE,5,2019,Positive
5047,Terrific purchase,0.0,0.0,Nov,Nice. Good for practice sessions. Good quality.READ MORE,5,2019,Positive
5048,Classy product,0.0,0.0,Nov,Worth your moneyREAD MORE,5,2019,Positive
5049,Just wow!,0.0,0.0,Nov,nice compared priceREAD MORE,4,2019,Positive
5050,Great product,0.0,0.0,Nov,goodREAD MORE,4,2019,Positive
5051,Wonderful,0.0,0.0,Nov,Good Shuttle.READ MORE,5,2019,Positive
5052,Just wow!,0.0,0.0,Nov,Nice shuttleREAD MORE,4,2019,Positive
5053,Just wow!,0.0,0.0,Nov,goodREAD MORE,4,2019,Positive
5054,Delightful,0.0,0.0,Nov,excellent just love it thanks flipkartREAD MORE,5,2019,Positive
5055,Must buy!,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5056,Perfect product!,0.0,0.0,Nov,superbREAD MORE,4,2019,Positive
5057,Terrific,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5058,Really Nice,0.0,0.0,Nov,super product.READ MORE,5,2019,Positive
5059,Awesome,0.0,0.0,Nov,Very good productREAD MORE,5,2019,Positive
5060,Great product,0.0,0.0,Nov,BestREAD MORE,5,2019,Positive
5061,Simply awesome,0.0,0.0,Nov,ExcellentREAD MORE,5,2019,Positive
5062,Good quality product,0.0,0.0,Nov,GoodREAD MORE,5,2019,Positive
5063,Terrific purchase,0.0,0.0,Nov,bought it for 670 fast delivered quality is goodREAD MORE,5,2019,Positive
5064,Nice,0.0,0.0,Nov,nycREAD MORE,4,2019,Positive
5065,Wonderful,0.0,0.0,Nov,superREAD MORE,5,2019,Positive
5066,Brilliant,0.0,0.0,Nov,product is good and delivery is too fast.. thanks for sharing best product in this price....READ MORE,5,2019,Positive
5067,Horrible,0.0,0.0,Nov,superREAD MORE,5,2019,Positive
5068,Wonderful,0.0,0.0,Nov,very goodREAD MORE,4,2019,Positive
5069,Must buy!,0.0,0.0,Nov,Nice productREAD MORE,5,2019,Positive
5070,Great product,0.0,0.0,Nov,good productREAD MORE,5,2019,Positive
5071,Good,0.0,0.0,Nov,value for moneyREAD MORE,5,2019,Positive
5072,Decent product,0.0,0.0,Nov,good but but improve qualityREAD MORE,4,2019,Positive
5073,Delightful,0.0,0.0,Nov,super shuttle very niceeREAD MORE,5,2019,Positive
5074,Good quality product,0.0,0.0,Nov,one shuttle was not in good condition due to lack of packingREAD MORE,3,2019,Neutral
5075,Mind-blowing purchase,0.0,0.0,Nov,superREAD MORE,5,2019,Positive
5076,Delightful,0.0,0.0,Nov,goodREAD MORE,5,2019,Positive
5077,Excellent,0.0,0.0,Nov,Good packing i think seller is too bad becase i got bad product this time less quality and its broken fast pure china local productREAD MORE,1,2019,Negative
5078,Decent product,0.0,0.0,Oct,MarvelousREAD MORE,5,2019,Positive
5079,Brilliant,0.0,0.0,Oct,the original quality product. Good packing. swift delivery Makes Happy CustomerREAD MORE,5,2019,Positive
5080,Terrific purchase,0.0,0.0,Oct,original shuttleREAD MORE,5,2019,Positive
5081,Worth the money,0.0,0.0,Oct,not as expected!READ MORE,3,2019,Neutral
5082,Excellent,0.0,0.0,Oct,Damaged rapidly.READ MORE,3,2019,Neutral
5083,Wonderful,0.0,0.0,Oct,niceREAD MORE,4,2019,Positive
5084,Highly recommended,0.0,0.0,Oct,Original qualityREAD MORE,4,2019,Positive
5085,Mind-blowing purchase,0.0,0.0,Oct,goodREAD MORE,5,2019,Positive
